id,term,english,category,alphabet_index,korean_initial,definition,detailed_explanation,related_concepts,source_files,exam_note,known_status,last_reviewed,review_count
CS-033,블록체인,Blockchain,금융IT·신기술,B,ㅂ,거래 기록을 블록 단위로 묶고 해시로 연결해 분산 참여자가 공동 검증하는 원장 기술입니다.,"의미: 블록체인은 중앙기관 없이도 거래 기록의 무결성과 합의를 유지하기 위한 디지털 원장·자산 개념입니다. 신뢰를 코드와 합의 규칙으로 어떻게 대체하는지 봐야 합니다. 동작/활용: 실무에서는 금융 안정성, 보안, 규제 준수, 이용자 보호와 기술 효율성을 함께 판단하는 기준이 됩니다.","[[DNS 차액결제]], [[CBDC]], [[분산원장]], [[해시 체인]], [[전자금융]]",04-IT-필기-핵심정리.md; 05-01-우리은행-기출.md; 05-03-대구은행-기출.md,"금융IT·신기술 문제에서는 블록체인의 정의만 쓰지 말고 관련 개념(DNS 차액결제, CBDC, 분산원장)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-034,경계값 분석,Boundary Value Analysis,소프트웨어공학,B,ㄱ,입력 범위의 경계와 경계 바로 주변 값에서 결함이 자주 발생합니다는 점을 이용하는 블랙박스 테스트 기법입니다.,의미: 경계값 분석은 소프트웨어가 기대한 기능과 품질을 만족하는지 결함을 찾아 확인하는 검증 개념입니다. 무엇을 기준으로 테스트 케이스를 고르는지가 핵심 차입니다. 동작/활용: 실무에서는 변경 비용을 줄이고 결함을 조기에 발견하며 팀이 같은 구조와 절차로 개발하도록 돕습니다.,"[[블랙박스 테스트]], [[화이트박스 테스트]], [[동등 분할]], [[회귀 테스트]], [[테스트]]",11-02-01-블랙박스와-화이트박스.md; 11-소프트웨어공학.md,"소프트웨어공학 문제에서는 경계값 분석의 정의만 쓰지 말고 관련 개념(블랙박스 테스트, 화이트박스 테스트, 동등 분할)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-035,브랜치,Branch,소프트웨어공학,B,ㅂ,독립적인 작업 흐름을 만들기 위해 커밋 이력을 분기한 것입니다.,의미: 브랜치는 코드 변경 이력과 품질을 관리해 협업 중 충돌과 결함을 줄이는 개발 관리 개념입니다. 변경을 기록·검토·정리하는 과정에서 의미가 드러납니다. 동작/활용: 실무에서는 변경 비용을 줄이고 결함을 조기에 발견하며 팀이 같은 구조와 절차로 개발하도록 돕습니다.,"[[형상 관리]], [[Git]], [[리베이스]], [[코드 리뷰]], [[테스트]]",05-03-대구은행-기출.md,"소프트웨어공학 문제에서는 브랜치의 정의만 쓰지 말고 관련 개념(형상 관리, Git, 리베이스)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-036,C 언어,C Programming Language,프로그래밍 언어,C,C,저수준 메모리 제어와 절차적 프로그래밍을 제공하는 시스템 프로그래밍 언어입니다.,의미: C 언어는 프로그램이 작성되고 실행되는 규칙이나 표현 방식을 설명하는 언어 개념입니다. 문법 자체보다 실행 시점의 동작과 메모리·타입 효과를 함께 이해해야 합니다. 동작/활용: 실무에서는 코드가 언제 검사·실행되고 값이 어디에 저장되며 객체와 함수가 어떻게 호출되는지 이해하는 기준이 됩니다.,"[[바이트코드]], [[JIT 컴파일]], [[static 변수]], [[전역 변수]], [[컴파일러]]",04-02-프로그래밍-SQL-분산-클라우드.md,"프로그래밍 언어 문제에서는 C 언어의 정의만 쓰지 말고 관련 개념(바이트코드, JIT 컴파일, static 변수)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-037,CA,CA,네트워크,C,C,인증서를 발급하고 서명해 공개키와 소유자의 관계를 보증하는 인증기관입니다.,"의미: CA는 사용자가 체감하는 웹·응용 서비스 통신을 가능하게 하는 프로토콜 또는 상태 관리 개념입니다. 요청·응답, 이름 해석, 암호화, 세션 유지 중 어떤 역할인지로 이해합니다. 동작/활용: 실무에서는 장애 구간을 계층별로 분리하고 패킷 흐름, 주소 변환, 연결 상태, 암호화 여부를 확인할 때 사용됩니다.","[[공개키 암호]], [[인증서]], [[쿠키]], [[세션]], [[TCP]]",05-14-06-한국은행-2022-컴퓨터공학-학술-파트-I.md; 05-08-산업은행-기출.md; 05-14-33-한국은행-2026-컴퓨터공학-학술-8-머신-러닝.md,"네트워크 문제에서는 CA의 정의만 쓰지 말고 관련 개념(공개키 암호, 인증서, 쿠키)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-038,캐시,Cache,컴퓨터구조,C,ㅋ,CPU와 주기억장치 사이에 자주 쓰는 데이터를 저장해 접근 시간을 줄이는 고속 메모리입니다.,"의미: 캐시는 저장장치의 속도 차이를 줄이거나 데이터를 더 빠르게 접근하기 위한 메모리 계층 개념입니다. 가까운 곳에 무엇을 얼마나 보관할지가 핵심입니다. 동작/활용: 실무에서는 성능 병목, 캐시 효율, 병렬화 한계, 하드웨어 자원 사용량을 설명하는 근거가 됩니다.","[[간접 주소 지정]], [[상대 주소 지정]], [[캐시 히트]], [[캐시 미스]], [[CPU]]",05-09-운영체제-기출-모음.md; 14-컴퓨터구조-심화.md; 05-08-산업은행-기출.md,"컴퓨터구조 문제에서는 캐시의 정의만 쓰지 말고 관련 개념(간접 주소 지정, 상대 주소 지정, 캐시 히트)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-039,후보키,Candidate Key,데이터베이스,C,ㅎ,튜플을 유일하게 식별하면서 불필요한 속성을 제거한 최소 슈퍼키입니다.,"의미: 후보키는 테이블의 행을 구별하거나 테이블 사이의 관계를 안전하게 이어 주는 기준입니다. 어떤 속성이 중복을 막고 어떤 속성이 다른 테이블을 가리키는지 판단할 때 쓰입니다. 동작/활용: 실무에서는 테이블 설계, SQL 작성, 인덱스 튜닝, 트랜잭션 처리, 장애 복구에서 이 개념이 직접 사용됩니다.","[[키]], [[슈퍼키]], [[기본키]], [[대체키]], [[SQL]]",07-01-02-키와-무결성.md; 05-08-산업은행-기출.md; 07-02-00-정규화.md,"데이터베이스 문제에서는 후보키의 정의만 쓰지 말고 관련 개념(키, 슈퍼키, 기본키)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-040,CAP 정리,CAP Theorem,클라우드·분산시스템,C,C,"분산 시스템에서 일관성, 가용성, 분할 허용성 세 가지를 동시에 완벽히 만족할 수 없다는 정리입니다.","의미: CAP 정리는 여러 노드에 데이터와 처리가 나뉘었을 때 정확성, 가용성, 장애 허용성 사이의 선택을 설명하는 분산 시스템 개념입니다. 네트워크 실패를 전제로 이해해야 합니다. 동작/활용: 실무에서는 장애가 발생해도 서비스가 계속 동작하도록 확장, 복구, 배포, 관측 구조를 설계하는 데 쓰입니다.","[[서비스 메시]], [[분산 시스템]], [[일관성]], [[가용성]], [[컨테이너]]",17-3-분산-시스템-이론.md,"클라우드·분산시스템 문제에서는 CAP 정리의 정의만 쓰지 말고 관련 개념(서비스 메시, 분산 시스템, 일관성)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-041,카디널리티,Cardinality,데이터베이스,C,ㅋ,"릴레이션에 포함된 튜플, 즉 행의 개수입니다.","의미: 카디널리티는 관계형 데이터 모델에서 데이터를 어떤 단위로 표현하고 제약을 어떻게 유지할지 설명하는 기본 개념입니다. 행·열·값·구조 중 어느 층위를 말하는지 구분하는 것이 핵심입니다. 동작/활용: 실무에서는 테이블 설계, SQL 작성, 인덱스 튜닝, 트랜잭션 처리, 장애 복구에서 이 개념이 직접 사용됩니다.","[[도메인]], [[차수]], [[키]], [[슈퍼키]], [[SQL]]",13-01-00-SQL-기본.md,"데이터베이스 문제에서는 카디널리티의 정의만 쓰지 말고 관련 개념(도메인, 차수, 키)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-042,CDN,CDN,네트워크,C,C,전 세계 분산 서버에 콘텐츠를 캐시해 사용자와 가까운 위치에서 빠르게 제공하는 네트워크입니다.,"의미: CDN는 네트워크에서 데이터를 전달하거나 성능·보안·가용성을 높이기 위한 통신 구성 요소입니다. 주소, 경로, 연결, 암호화, 중계 중 어느 역할인지 구분하면 됩니다. 동작/활용: 실무에서는 장애 구간을 계층별로 분리하고 패킷 흐름, 주소 변환, 연결 상태, 암호화 여부를 확인할 때 사용됩니다.","[[프록시]], [[캐시 서버]], [[VPN]], [[터널링]], [[TCP]]",보강 개념(페이지 직접 언급 없음),"네트워크 문제에서는 CDN의 정의만 쓰지 말고 관련 개념(프록시, 캐시 서버, VPN)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-043,CBDC,Central Bank Digital Currency,금융IT·신기술,C,C,중앙은행이 발행하는 디지털 형태의 법정화폐입니다.,"의미: CBDC는 금융 거래가 전자적으로 발생하고 최종적으로 자금 이전으로 확정되는 과정을 설명하는 금융 인프라 개념입니다. 편의성뿐 아니라 안정성과 결제 리스크가 중요합니다. 동작/활용: 실무에서는 금융 안정성, 보안, 규제 준수, 이용자 보호와 기술 효율성을 함께 판단하는 기준이 됩니다.","[[RTGS]], [[DNS 차액결제]], [[블록체인]], [[분산원장]], [[전자금융]]",03-01-지원동기.md; 04-IT-필기-핵심정리.md; 05-01-우리은행-기출.md,"금융IT·신기술 문제에서는 CBDC의 정의만 쓰지 말고 관련 개념(RTGS, DNS 차액결제, 블록체인)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-044,CPU,Central Processing Unit,컴퓨터구조,C,C,명령어를 해석하고 산술논리 연산과 제어를 수행하는 중앙처리장치입니다.,"의미: CPU는 프로그램 명령어를 실제 연산과 제어 신호로 바꾸는 컴퓨터의 핵심 처리 장치입니다. 레지스터, ALU, 제어장치가 협력해 명령어 사이클을 수행합니다. 동작/활용: 실무에서는 성능 병목, 캐시 효율, 병렬화 한계, 하드웨어 자원 사용량을 설명하는 근거가 됩니다.","[[컴퓨터구조]], [[ALU]], [[제어장치]], [[캐시]], [[메모리 계층]]",05-09-운영체제-기출-모음.md; 14-컴퓨터구조-심화.md; 06-02-02-선점형과-비선점형.md,"컴퓨터구조 문제에서는 CPU의 정의만 쓰지 말고 관련 개념(컴퓨터구조, ALU, 제어장치)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-045,CI/CD,CI/CD,소프트웨어공학,C,C,코드 변경을 자주 통합하고 자동 빌드·테스트·배포 파이프라인으로 릴리스 속도와 품질을 높이는 방식입니다.,"의미: CI/CD는 개발 과정을 어떤 흐름과 반복 구조로 운영할지 정하는 방법론 또는 실행 방식입니다. 변경 대응, 피드백 주기, 자동화 수준이 차이를 만듭니다. 동작/활용: 실무에서는 변경 비용을 줄이고 결함을 조기에 발견하며 팀이 같은 구조와 절차로 개발하도록 돕습니다.","[[칸반]], [[DevOps]], [[요구사항 분석]], [[기능 요구사항]], [[테스트]]",17-2-컨테이너.md,"소프트웨어공학 문제에서는 CI/CD의 정의만 쓰지 말고 관련 개념(칸반, DevOps, 요구사항 분석)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-046,CIDR,CIDR,네트워크,C,C,고정 클래스 대신 접두사 길이로 네트워크 크기를 표현하고 라우팅을 집약하는 주소 표기 방식입니다.,"의미: CIDR는 패킷이 출발지에서 목적지까지 도달하도록 주소를 정하고 경로를 찾는 데 쓰이는 개념입니다. 같은 네트워크 안의 전달인지, 다른 네트워크로의 전달인지 구분해야 합니다. 동작/활용: 실무에서는 장애 구간을 계층별로 분리하고 패킷 흐름, 주소 변환, 연결 상태, 암호화 여부를 확인할 때 사용됩니다.","[[서브넷]], [[서브넷 마스크]], [[라우팅]], [[정적 라우팅]], [[TCP]]",08-04-라우팅과-서브넷.md,"네트워크 문제에서는 CIDR의 정의만 쓰지 말고 관련 개념(서브넷, 서브넷 마스크, 라우팅)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-047,서킷 브레이커,Circuit Breaker,클라우드·분산시스템,C,ㅅ,실패가 반복되는 외부 호출을 일시 차단해 장애 전파와 자원 고갈을 막는 패턴입니다.,"의미: 서킷 브레이커는 운영 중인 분산 서비스를 안정적으로 감시하고 장애 영향을 줄이기 위한 운영 개념입니다. 문제를 빨리 발견하고 격리하는 데 초점이 있습니다. 동작/활용: 실무에서는 장애가 발생해도 서비스가 계속 동작하도록 확장, 복구, 배포, 관측 구조를 설계하는 데 쓰입니다.","[[멱등성]], [[장애 격리]], [[관측성]], [[로그]], [[분산 시스템]]",보강 개념(페이지 직접 언급 없음),"클라우드·분산시스템 문제에서는 서킷 브레이커의 정의만 쓰지 말고 관련 개념(멱등성, 장애 격리, 관측성)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-048,CISC,CISC,컴퓨터구조,C,C,복잡하고 다양한 명령어를 제공해 한 명령어가 많은 일을 수행할 수 있게 하는 명령어 집합 구조입니다.,"의미: CISC는 명령어를 더 빠르게 처리하기 위한 구조나 그때 생기는 성능 한계를 설명하는 개념입니다. 처리량 향상과 의존성으로 인한 지연을 함께 봐야 합니다. 동작/활용: 실무에서는 성능 병목, 캐시 효율, 병렬화 한계, 하드웨어 자원 사용량을 설명하는 근거가 됩니다.","[[구조적 해저드]], [[슈퍼스칼라]], [[RISC]], [[ISA]], [[CPU]]",14-컴퓨터구조-심화.md; 04-IT-필기-핵심정리.md; 05-14-10-한국은행-2024-컴퓨터공학-학술-파트-I.md,"컴퓨터구조 문제에서는 CISC의 정의만 쓰지 말고 관련 개념(구조적 해저드, 슈퍼스칼라, RISC)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-049,클래스,Class,프로그래밍 언어,C,ㅋ,객체의 상태와 동작을 정의하는 설계도입니다.,의미: 클래스는 코드에서 데이터와 동작을 어떤 추상화 단위로 묶고 재사용할지 설명하는 객체지향 개념입니다. 선언 구조와 실행 시 실제 호출 대상의 차이를 구분해야 합니다. 동작/활용: 실무에서는 코드가 언제 검사·실행되고 값이 어디에 저장되며 객체와 함수가 어떻게 호출되는지 이해하는 기준이 됩니다.,"[[힙 메모리]], [[가비지 컬렉션]], [[객체]], [[캡슐화]], [[컴파일러]]",05-14-06-한국은행-2022-컴퓨터공학-학술-파트-I.md; 03-01-지원동기.md; 04-02-프로그래밍-SQL-분산-클라우드.md,"프로그래밍 언어 문제에서는 클래스의 정의만 쓰지 말고 관련 개념(힙 메모리, 가비지 컬렉션, 객체)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
